idno,ppltrst,happy,cgtsday,alcfreq,height,weight,gndr,yrbrn
946886,4,6,,Once a month,188.0,95.0,Male,1993.0
946917,8,9,,2-3 times a month,185.0,97.0,Male,1983.0
946925,8,8,,Once a week,165.0,73.0,Female,1955.0
946933,6,7,20.0,Several times a week,170.0,85.0,Female,1956.0
946959,9,9,,Less than once a month,185.0,97.0,Male,1973.0
946967,You can't be too careful,8,,Every day,160.0,45.0,Female,1941.0
946975,8,9,,Once a week,178.0,76.0,Male,1963.0
947010,8,7,,Several times a week,174.0,80.0,Male,1955.0
947028,7,8,,Once a week,175.0,103.0,Male,1985.0
947060,5,9,20.0,Several times a week,190.0,96.0,Male,1984.0
947078,7,9,,Several times a week,166.0,58.0,Female,1964.0
947086,8,7,,Once a week,186.0,84.0,Male,1964.0
947117,7,9,,2-3 times a month,170.0,71.0,Female,1963.0
947141,8,9,,Once a month,165.0,74.0,Female,1973.0
947159,6,7,,Less than once a month,171.0,67.0,Male,1994.0
947167,8,Extremely happy,,Never,173.0,78.0,Female,1957.0
947214,Most people can be trusted,9,,Less than once a month,178.0,57.0,Female,1986.0
947230,7,8,,2-3 times a month,162.0,59.0,Female,1968.0
947248,Most people can be trusted,Extremely happy,,2-3 times a month,169.0,61.0,Female,1977.0
947256,9,6,,Several times a week,170.0,73.0,Female,1948.0
947272,5,4,,Several times a week,182.0,54.0,Male,1990.0
947280,3,6,,2-3 times a month,183.0,82.0,Male,1981.0
947303,7,9,,Less than once a month,173.0,59.0,Female,1999.0
947329,8,7,,Once a week,177.0,65.0,Male,1952.0
947337,Most people can be trusted,8,,2-3 times a month,160.0,59.0,Female,1945.0
947345,8,9,10.0,Once a week,174.0,104.0,Male,1984.0
947379,8,9,,Once a week,176.0,70.0,Male,1979.0
947395,5,8,,Once a week,183.0,87.0,Male,1949.0
947400,7,9,,2-3 times a month,174.0,65.0,Male,1997.0
947450,9,8,,2-3 times a month,160.0,57.0,Female,1981.0
947476,Most people can be trusted,9,,Less than once a month,184.0,87.0,Female,1939.0
947484,3,Extremely happy,,Once a month,160.0,78.0,Female,1964.0
947492,8,9,,Once a week,165.0,61.0,Female,1954.0
947507,3,Extremely happy,,Every day,172.0,80.0,Male,1935.0
947515,Most people can be trusted,9,5.0,Several times a week,172.0,62.0,Female,1958.0
947523,Most people can be trusted,Extremely happy,,Once a week,170.0,72.0,Male,1927.0
947557,8,8,,Less than once a month,159.0,108.0,Female,1980.0
947565,9,8,,Several times a week,175.0,75.0,Male,1955.0
947612,7,8,3.0,Once a week,165.0,58.0,Female,1940.0
947638,Most people can be trusted,9,,Several times a week,168.0,63.0,Female,1936.0
947646,Most people can be trusted,9,,Less than once a month,173.0,69.0,Female,1973.0
947662,9,8,,2-3 times a month,182.0,65.0,Male,1968.0
947719,8,7,,Once a week,180.0,101.0,Male,1951.0
947735,7,8,,2-3 times a month,175.0,77.0,Male,1972.0
947751,6,8,,Every day,176.0,66.0,Male,1954.0
947769,8,9,,Several times a week,176.0,110.0,Female,1959.0
947793,5,7,,Once a month,179.0,58.0,Male,1999.0
947808,9,7,20.0,Once a week,169.0,57.0,Female,1957.0
947816,5,7,,Once a week,175.0,71.0,Female,1948.0
947840,9,9,,Once a week,185.0,86.0,Male,1995.0
947858,8,9,,Several times a week,181.0,71.0,Male,1992.0
947874,9,9,,Once a week,184.0,89.0,Male,1985.0
947882,7,7,,2-3 times a month,164.0,68.0,Female,1973.0
947890,7,Extremely happy,,Once a month,167.0,56.0,Female,1996.0
947905,4,9,,Several times a week,177.0,95.0,Male,1976.0
947921,7,8,,Less than once a month,169.0,63.0,Female,1980.0
947947,7,8,,Once a week,161.0,69.0,Female,1943.0
947971,Most people can be trusted,7,3.0,Once a week,165.0,80.0,Male,1932.0
947989,7,8,15.0,Once a week,193.0,90.3,Male,1959.0
947997,9,Extremely happy,4.0,2-3 times a month,168.0,56.0,Female,1997.0
948016,7,7,8.0,Less than once a month,165.0,53.0,Female,1965.0
948074,5,8,,Once a week,165.0,68.0,Female,1995.0
948082,5,8,3.0,Once a week,180.0,89.0,Male,1947.0
948113,Most people can be trusted,Extremely happy,3.0,Once a week,167.0,79.0,Female,1983.0
948121,8,9,,Several times a week,178.0,93.0,Male,1941.0
948189,7,Extremely happy,5.0,2-3 times a month,176.0,88.0,Male,1990.0
948197,9,8,,Several times a week,182.0,86.0,Male,1961.0
948202,9,Extremely happy,,Once a week,168.0,62.0,Female,1955.0
948244,7,5,,Once a week,167.0,59.0,Female,1998.0
948286,7,9,,2-3 times a month,157.0,55.0,Female,1993.0
948294,Most people can be trusted,Extremely happy,,Less than once a month,182.0,117.0,Female,1968.0
948333,8,9,,Less than once a month,162.0,73.0,Male,1934.0
948341,7,8,,Never,177.0,68.0,Male,1963.0
948359,8,Extremely happy,,Once a week,177.0,75.0,Male,1928.0
948375,6,9,,Once a week,169.0,91.0,Male,1951.0
948383,8,Extremely happy,,Once a week,173.0,72.0,Female,1958.0
948391,7,7,,Less than once a month,176.0,63.0,Female,1995.0
948406,7,8,,2-3 times a month,176.0,58.0,Male,1949.0
948414,7,8,,Less than once a month,168.0,,Female,1974.0
948422,3,7,,Less than once a month,166.0,65.0,Female,1991.0
948448,8,7,,Several times a week,185.0,95.0,Male,1957.0
948456,8,9,,Less than once a month,170.0,80.0,Female,1975.0
948472,8,8,,Once a month,171.0,56.0,Female,1977.0
948480,8,Extremely happy,,2-3 times a month,168.0,80.0,Male,1966.0
948529,8,9,,2-3 times a month,181.0,78.0,Female,1972.0
948545,7,7,,2-3 times a month,168.0,64.0,Female,1953.0
948595,8,Extremely happy,,Several times a week,178.0,92.0,Male,1947.0
948600,3,7,,2-3 times a month,185.0,90.0,Male,1965.0
948618,4,8,,Never,166.0,73.0,Female,1997.0
948650,8,Extremely happy,,Every day,182.0,83.3,Male,1949.0
948676,7,8,,Once a month,174.0,82.0,Female,1965.0
948715,9,6,,Once a week,198.0,84.0,Male,1993.0
948731,8,8,,2-3 times a month,175.0,60.0,Female,1974.0
948757,7,8,,Once a week,188.0,80.0,Male,1965.0
948765,5,8,,Less than once a month,153.0,57.0,Female,1950.0
948781,8,2,,Never,150.0,57.0,Female,1959.0
948838,8,7,,Several times a week,185.0,83.0,Male,1972.0
948846,5,7,,2-3 times a month,159.0,60.0,Female,1997.0
948854,2,6,15.0,2-3 times a month,175.0,64.0,Male,1964.0
948896,9,8,,Several times a week,168.0,70.0,Female,1959.0
948901,7,Extremely happy,40.0,Every day,180.0,83.0,Male,1970.0
948919,8,9,,Never,160.0,72.0,Female,1965.0
948927,8,8,,Once a week,180.0,74.0,Male,1960.0
948943,4,8,,Several times a week,172.0,71.0,Female,1938.0
948993,8,7,,Once a week,164.0,58.0,Female,1956.0
949004,6,9,10.0,Several times a week,180.0,65.0,Male,1963.0
949012,8,Extremely happy,,Several times a week,186.0,93.0,Male,1939.0
949020,8,6,,Once a week,178.0,66.0,Male,1962.0
949046,7,8,,2-3 times a month,183.0,75.0,Male,1981.0
949054,9,Extremely happy,,2-3 times a month,166.0,71.0,Female,1939.0
949070,5,9,,2-3 times a month,167.0,95.0,Female,1983.0
949096,4,5,,Less than once a month,186.0,73.0,Male,1979.0
949119,9,9,,Once a week,165.0,65.0,Female,1954.0
949135,8,5,,Several times a week,167.0,55.0,Female,1978.0
949143,8,8,,2-3 times a month,172.0,62.0,Female,1972.0
949185,7,9,,Every day,183.0,93.0,Male,1946.0
949193,8,9,,Several times a week,186.0,82.0,Male,1993.0
949208,7,9,,Less than once a month,178.0,73.0,Male,1994.0
949216,7,8,,Once a month,180.0,69.0,Male,1994.0
949224,7,Extremely happy,,2-3 times a month,161.0,86.0,Female,1941.0
949258,8,9,8.0,Every day,172.0,76.0,Male,1943.0
949274,8,7,,Several times a week,168.0,72.0,Female,1974.0
949305,9,Extremely happy,,Less than once a month,160.0,80.0,Female,1939.0
949313,Most people can be trusted,Extremely happy,,Several times a week,178.0,74.0,Male,1988.0
949321,8,Extremely happy,1.0,2-3 times a month,176.0,77.0,Female,1972.0
949339,7,Extremely happy,,Every day,181.0,77.0,Male,1930.0
949363,8,9,5.0,Once a week,165.0,63.0,Female,1952.0
949389,8,Extremely happy,,2-3 times a month,164.0,60.0,Female,1927.0
949397,7,8,,2-3 times a month,176.0,67.0,Male,1942.0
949436,8,9,10.0,2-3 times a month,160.0,83.0,Female,1967.0
949444,9,8,,Once a month,165.0,58.0,Female,1965.0
949486,8,8,,Once a week,164.0,75.0,Female,1962.0
949494,7,7,,Never,161.0,82.0,Female,1994.0
949509,9,9,,Several times a week,192.0,76.0,Male,1989.0
949517,7,8,,Less than once a month,165.0,90.0,Female,1947.0
949541,8,8,,Less than once a month,172.0,110.0,Female,1958.0
949583,7,4,,Once a week,165.0,,Female,1958.0
949591,9,9,,Once a week,180.0,94.0,Male,1971.0
949606,4,Extremely happy,,Less than once a month,170.0,130.0,Female,1993.0
949614,8,8,,Several times a week,186.0,90.0,Male,1934.0
949622,8,9,,2-3 times a month,167.0,95.0,Female,1955.0
949630,7,8,10.0,Several times a week,168.0,55.0,Female,1995.0
949648,6,9,,Several times a week,195.0,110.0,Male,1980.0
949680,8,9,,Every day,174.0,81.0,Male,1936.0
949703,7,9,,Once a week,186.0,89.0,Male,1969.0
949711,5,8,,Once a month,165.0,88.0,Male,1927.0
949745,6,8,,Several times a week,190.0,83.0,Male,1957.0
949779,7,Extremely happy,,Several times a week,178.0,84.2,Male,1933.0
949787,9,8,20.0,Once a week,176.0,58.0,Female,1967.0
949800,8,9,5.0,Once a week,173.0,78.0,Female,1958.0
949826,Most people can be trusted,9,,2-3 times a month,184.0,82.0,Male,1962.0
949868,8,9,15.0,2-3 times a month,174.0,,Female,1971.0
949876,7,Extremely happy,,2-3 times a month,194.0,,Male,1995.0
949892,6,3,20.0,Every day,174.0,92.0,Male,1964.0
949907,7,8,,Several times a week,180.0,80.0,Male,1942.0
949915,9,9,,Several times a week,176.0,86.0,Male,1944.0
949923,4,7,,2-3 times a month,172.0,67.0,Female,1975.0
949931,7,Extremely happy,,Once a week,160.0,72.0,Female,1924.0
949981,7,Extremely happy,,Several times a week,170.0,80.0,Male,1946.0
949999,8,4,,Several times a week,200.0,88.0,Male,1994.0
950037,5,9,,Once a week,172.0,110.0,Male,1944.0
950053,7,Extremely happy,,Several times a week,175.0,70.0,Female,1959.0
950061,7,Extremely happy,1.0,Once a week,183.0,70.0,Male,1995.0
950079,6,9,,Never,172.0,76.0,Male,1973.0
950095,8,9,,Every day,180.0,85.0,Male,1947.0
950118,8,8,,Several times a week,165.0,,Female,1965.0
950134,9,9,,Less than once a month,170.0,52.0,Female,1960.0
950150,6,8,,Several times a week,186.0,80.0,Male,1956.0
950184,8,8,20.0,2-3 times a month,167.0,109.0,Female,1960.0
950192,9,8,,Several times a week,185.0,92.0,Male,1990.0
950249,8,7,7.0,Several times a week,190.0,89.0,Male,1956.0
950273,2,7,,Less than once a month,174.0,60.0,Female,1980.0
950304,Most people can be trusted,Extremely happy,,Several times a week,172.0,50.0,Female,1940.0
950320,7,Extremely happy,,Once a week,185.0,96.0,Male,1960.0
950346,7,9,,Several times a week,156.0,60.0,Female,1955.0
950354,8,9,,Every day,170.0,66.0,Male,1945.0
950362,4,9,,Once a month,176.0,68.0,Male,1979.0
950427,5,7,23.0,Every day,192.0,117.0,Male,1964.0
950443,5,9,,Once a week,195.0,87.0,Male,1995.0
950469,7,8,,Several times a week,164.0,84.0,Female,1945.0
950477,8,8,,2-3 times a month,180.0,90.0,Male,1942.0
950493,5,9,,Once a week,183.0,86.0,Male,1955.0
950508,7,8,,Once a week,173.0,75.0,Male,1966.0
950516,3,Extremely happy,,2-3 times a month,168.0,75.0,Female,1942.0
